player_name,hometown,school_name,position,conference
James Rogers,"MIDLAND, VA",Virginia Military Institute,WR,Big South
A.J. Augustine,--,Virginia Military Institute,QB,Big South
Doug Burton,"APEX, NC",Virginia Military Institute,WR,Big South
Zach Jones,"LYNCHBURG, VA",Virginia Military Institute,WR,Big South
Tyler Zane,"BURKE, VA",Virginia Military Institute,WR,Big South
Samuel Patterson,"KESWICK, VA",Virginia Military Institute,WR,Big South
Alec Thompson,"BROOKSIDE, VA",Virginia Military Institute,WR,Big South
Aaron Sanders,"STAFFORD, VA",Virginia Military Institute,WR,Big South
Jameel Gay,"TAMPA, FL",Albany,WR,CAA
Jake Meek,"PENFIELD, NY",Albany,WR,CAA
Rhakeem Wiggins,"CHEEKTOWAGA, NY",Albany,WR,CAA
Ryan Smith,"GUILDERLAND, NY",Albany,QB,CAA
Kevin Chillis,"BUFFALO, NY",Albany,WR,CAA
Shane Sweeney,"PHELPS, NY",Albany,QB,CAA
Ryan Spelman,"MONROE, NY",Albany,QB,CAA
Will Fiacchi,"MARCELLUS, NY",Albany,QB,CAA
Kyle Downer,"OAK HILL, VA",Albany,QB,CAA
Austin Weeks,"DURHAM, NC",Albany,WR,CAA
Malachi Lawrence,"BRONX, NY",Albany,WR,CAA
Devin Maio,"HENRIETTA, NY",Albany,WR,CAA
Brad Harris,"ORLANDO, FL",Albany,WR,CAA
Cameron Lewis,"SPRINGFIELD, VA",Albany,WR,CAA
Cole King,"SYRACUSE, NY",Albany,WR,CAA
Rob Jones,"TAMPA, FL",Delaware,WR,CAA
Andrew Opoku,"NORTH BRUNSWICK, NJ",Delaware,WR,CAA
Justin Burns,"ALPHARETTA, GA",Delaware,QB,CAA
Kyle Yocum,"READING, PA",Delaware,QB,CAA
Trent Hurley,"CONNELLSVILLE, PA",Delaware,QB,CAA
Trevor Sasek,"LIMERICK, PA",Delaware,QB,CAA
Michael Johnson,"GAINESVILLE, FL",Delaware,WR,CAA
Mike Milburn,"BOWIE, MD",Delaware,WR,CAA
Stephen Clark,"HAMPTON, VA",Delaware,WR,CAA
Jerel Harrison,"RICHMOND, VA",Delaware,WR,CAA
Joe Furlong,"AUDUBON, NJ",Delaware,WR,CAA
Andrew Peterson,"NEWARK, DE",Delaware,WR,CAA
Will Rossi,"ALEXANDRIA, VA",Delaware,WR,CAA
Brandon Favro,"EGG HARBOR TOWNSHIP, NJ",Delaware,WR,CAA
Rick Bell,"WILMINGTON, DE",Delaware,WR,CAA
Chris Cordivari,"DOWNINGTOWN, PA",Delaware,WR,CAA
Jordan Brown,"CRANBERRY TOWNSHIP, PA",James Madison,WR,CAA
Rashard Davis,"CHARLOTTESVILLE, VA",James Madison,WR,CAA
Brandon Ravenel,"STAFFORD, VA",James Madison,WR,CAA
Blaine Stewart,"MORGANTOWN, WV",James Madison,WR,CAA
Brad Szoka,"LEESBURG, VA",James Madison,WR,CAA
DeAndre' Smith,"DISTRICT HEIGHTS, MD",James Madison,WR,CAA
Daniel Brown,"WINDSOR, VA",James Madison,WR,CAA
Lafonte Thourogood,"VIRGINIA BEACH, VA",James Madison,QB,CAA
Ian Fisher,"BRUNSWICK, MD",James Madison,QB,CAA
Alex Girvan,--,James Madison,QB,CAA
Daniel Schiele,"YORKTOWN, VA",James Madison,QB,CAA
Michael Birdsong,"MATOACA, VA",James Madison,QB,CAA
Arlandis Harvey,"OAKTON, VA",James Madison,WR,CAA
Andre Coble,"RICHMOND, VA",James Madison,WR,CAA
Ryan Dixon,"UNION BRIDGE, MD",James Madison,WR,CAA
Derek Hart,"MANHEIM, PA",James Madison,WR,CAA
Quintin Hunter,"ORANGE, VA",James Madison,WR,CAA
Anthony Rose,"AMHERST, VA",James Madison,WR,CAA
Albert Williams,"PRINCE GEORGE, VA",James Madison,WR,CAA
Coby Branch,"BURKEVILLE, VA",James Madison,WR,CAA
Justin Wellons,"CHESAPEAKE, VA",James Madison,WR,CAA
Richard Orio,"AUGUSTA, ME",Maine,WR,CAA
Kellen Croce,"MIDDLEBURY, CT",Maine,QB,CAA
Marcus Wasilewski,"KULPMONT, PA",Maine,QB,CAA
Derrick Johnson,"HEMPSTEAD, NY",Maine,WR,CAA
Daniel Hoffer,"YONKERS, NY",Maine,QB,CAA
John Ebeling,"MAHWAH, NJ",Maine,WR,CAA
Justin Flores,"WOBURN, MA",Maine,WR,CAA
Daniel Collins,"WILLIAMSTOWN, NJ",Maine,QB,CAA
Daniel Upson,"MONTGOMERY VILLAGE, MD",Maine,WR,CAA
Isaiah Jones,"ORANGE, MA",Maine,WR,CAA
Jared Osumah,"SOUTH WINDSOR, CT",Maine,WR,CAA
Jordan Dunn,"HAMILTON, NJ",Maine,WR,CAA
Matt Cosgrove,"BANGOR, ME",Maine,WR,CAA
Najee Green,"ACCOKEEK, MD",Maine,WR,CAA
John Hardy,"PORTLAND, ME",Maine,WR,CAA
Damarr Aultman,"WHEATLEY HEIGHTS, NY",Maine,WR,CAA
Arthur Williams,"SPRINGFIELD, MA",Maine,WR,CAA
Max Avin,"CORAL SPRINGS, FL",New Hampshire,WR,CAA
Sean Goldrich,"WEST HAVEN, CT",New Hampshire,QB,CAA
Kyon Taylor,"SPRINGFIELD, VA",New Hampshire,WR,CAA
Jared Allison,"CLIFFWOOD, NJ",New Hampshire,WR,CAA
Adam Riese,"HAMILTON, NJ",New Hampshire,QB,CAA
Andy Vailas,"BEDFORD, NH",New Hampshire,QB,CAA
R.J. Harris,"ODENTON, MD",New Hampshire,WR,CAA
Danny Roberto,--,New Hampshire,QB,CAA
Mike DeTroia,"BARNEGAT, NJ",New Hampshire,WR,CAA
Cam Seymour,"HYANNIS, MA",New Hampshire,WR,CAA
Chris McCormick,"WINOOSKI, VT",New Hampshire,QB,CAA
Mike Kelly,"MERRIMACK, NH",New Hampshire,WR,CAA
Patrick Mensah,"NEW CITY, NY",New Hampshire,WR,CAA
Chris Redding,--,New Hampshire,WR,CAA
Anthony Pante,"MANALAPAN, NJ",New Hampshire,WR,CAA
Mark Accino,"HYDE PARK, MA",New Hampshire,WR,CAA
Antonio Natale,"BRIDGEWATER, NJ",New Hampshire,QB,CAA
Justin Mello,"DARTMOUTH, MA",New Hampshire,WR,CAA
Jimmy Giansante,"JEFFERSON HILLS, PA",New Hampshire,WR,CAA
Tim Farina,"CAMPTON, NH",New Hampshire,WR,CAA
Aaron Lewis-Canales,"ODENTON, MD",New Hampshire,WR,CAA
Jawaun Wynn,"PISCATAWAY, NJ",Rhode Island,WR,CAA
Bob Bentsen,"WARWICK, RI",Rhode Island,QB,CAA
Selwyn Nicholas,"BROOKLYN, NY",Rhode Island,WR,CAA
Andrew Matos,"ANSONIA, CT",Rhode Island,WR,CAA
Kolt Peavey,"BOLIVAR, MO",Rhode Island,QB,CAA
Danny Fenyak,"CHANTILLY, VA",Rhode Island,QB,CAA
Phil Jenkins,"UNCASVILLE, CT",Rhode Island,QB,CAA
Chris Dagg,"BELLINGHAM, MA",Rhode Island,WR,CAA
Robbie Jackson,"NATICK, MA",Rhode Island,WR,CAA
Luke Casey,"COLUMBIA, MD",Rhode Island,QB,CAA
Xavier Ferland,"CRANSTON, RI",Rhode Island,WR,CAA
James Caparell,"BEDFORD, NH",Rhode Island,QB,CAA
Ty Bynum,"LANCASTER, PA",Rhode Island,WR,CAA
Brian Collins,"BEDFORD, NH",Rhode Island,WR,CAA
Rendyll Moorman,"MOUNTAINSIDE, NJ",Rhode Island,WR,CAA
Kyle Berlin,"BELLMORE, NY",Rhode Island,WR,CAA
Theo Russell,"HAMBURG, NY",Rhode Island,WR,CAA
Daril Geisser,"WARWICK, RI",Rhode Island,WR,CAA
Abdul Ibrahim,"QUEENS, NY",Rhode Island,WR,CAA
Ross Kim,"KENNETT SQUARE, PA",Rhode Island,WR,CAA
Jesse Charette,"WOONSOCKET, RI",Rhode Island,WR,CAA
Michael Strauss,"KEY BISCAYNE, FL",Richmond,QB,CAA
Shane Savage,"LEESBURG, VA",Richmond,WR,CAA
Michael Rocco,"LYNCHBURG, VA",Richmond,QB,CAA
Ben Edwards,"YORKTOWN, VA",Richmond,WR,CAA
Rashad Ponder,"ELLENWOOD, GA",Richmond,WR,CAA
Montel White,"SURRY, VA",Richmond,QB,CAA
Reggie Diggs,"DENDRON, VA",Richmond,WR,CAA
Kyle Lauletta,"EXTON, PA",Richmond,QB,CAA
David Broadus,"SUWANEE, GA",Richmond,QB,CAA
Porter Abell,"LEXINGTON, VA",Richmond,QB,CAA
Stephen Barnette,"SALEM, VA",Richmond,WR,CAA
K.J. Heal,"RESTON, VA",Richmond,WR,CAA
Micah Morton,"LEBANON, NH",Richmond,WR,CAA
Josh Murray,"ROANOKE, VA",Richmond,WR,CAA
Charlie Broaddus,"WILLIAMSBURG, VA",Richmond,WR,CAA
Will McCombs,"MECHANICSVILLE, VA",Richmond,WR,CAA
Stephen Tapp,"CENTREVILLE, VA",Richmond,WR,CAA
Brian Brown,"RICHMOND, VA",Richmond,WR,CAA
Parker Tuck,"RICHMOND, VA",Richmond,WR,CAA
Dashon Tibbs,"CHARLOTTESVILLE, VA",Richmond,WR,CAA
Adrian Coxson,"BALTIMORE, MD",Stony Brook,WR,CAA
Malcolm Eugene,"HUNTINGTON, NY",Stony Brook,WR,CAA
A.J. Otranto,"MASTIC BEACH, NY",Stony Brook,QB,CAA
Pat D'Amato,"WETHERSFIELD, CT",Stony Brook,QB,CAA
Lyle Negron,"BAKERSFIELD, CA",Stony Brook,QB,CAA
Craig Geoghan,"LAKE RONKONKOMA, NY",Stony Brook,WR,CAA
Carlos Hernandez,"MORENO VALLEY, CA",Stony Brook,QB,CAA
Steven Ferreira,"SAYVILLE, NY",Stony Brook,QB,CAA
Conor Bednarski,"SOUTH PASADENA, CA",Stony Brook,QB,CAA
Ryan Andersen,"RONKONKOMA, NY",Stony Brook,QB,CAA
Devante Wheeler,"STATEN ISLAND, NY",Stony Brook,WR,CAA
Steve Marino,"FRANKLIN SQUARE, NY",Stony Brook,WR,CAA
Jahrie Level,"MIAMI, FL",Stony Brook,WR,CAA
Nick Wagner,"EAST NORTHPORT, NY",Stony Brook,WR,CAA
Angelo DeShields,"BALTIMORE, MD",Stony Brook,WR,CAA
Keyon Pinnock,"COLUMBIA, MD",Stony Brook,WR,CAA
Derrick Joseph,"WALDORF, MD",Towson,WR,CAA
Connor Frazier,"GAITHERSBURG, MD",Towson,QB,CAA
Arione Scott,"LAUDERHILL, FL",Towson,WR,CAA
Peter Athens,"HUNTINGTOWN, MD",Towson,QB,CAA
Leon Kinnard,"REISTERSTOWN, MD",Towson,WR,CAA
Spencer Wilkins,"ELLICOTT CITY, MD",Towson,WR,CAA
Joe Brennan,"AUDUBON, NJ",Towson,QB,CAA
Christian Carpenter,--,Towson,WR,CAA
Heath Dahlgren,"FREDERICK, MD",Towson,QB,CAA
Ryan Egolf,"PHOENIXVILLE, PA",Towson,QB,CAA
Price Litton,"MATTHEWS, NC",Towson,QB,CAA
Andre Dessenberg,"VIRGINIA BEACH, VA",Towson,WR,CAA
DeAngelo Stephenson,"CHARLESTON, SC",Towson,WR,CAA
Navassa Brown,"REISTERSTOWN, MD",Towson,WR,CAA
Brian Dowling,"WAYNE, NJ",Towson,WR,CAA
Isaiah Diaz-Mays,"UNION CITY, NJ",Towson,QB,CAA
Justin Kulscar,"NEW MILFORD, NJ",Towson,WR,CAA
Willie Ponder,"CHESAPEAKE, VA",Towson,WR,CAA
Will Parkinson,"LARCHMONT, NY",Towson,WR,CAA
James Harrell,"WALDORF, MD",Towson,WR,CAA
Brian Matthews,"PERRYVILLE, MD",Towson,WR,CAA
Mike Burke,"COLUMBIA, PA",Villanova,WR,CAA
Aaron Wells,"ELLICOTT CITY, MD",Villanova,WR,CAA
Peter Burkly,"BOONTON, NJ",Villanova,QB,CAA
Chris Polony,"WHITEHALL, PA",Villanova,QB,CAA
Cody Pittman,"LOS ALAMITOS, CA",Villanova,QB,CAA
Joe Price,"HAVERTOWN, PA",Villanova,WR,CAA
Poppy Livers,"SEASIDE, CA",Villanova,WR,CAA
John Robertson,"PARAMUS, NJ",Villanova,QB,CAA
Jamal Abdur-Rahman,"PHILADELPHIA, PA",Villanova,WR,CAA
Connor Cuccinelli,"RUTHERFORD, NJ",Villanova,WR,CAA
Chris Burley,"DOVER, OH",Villanova,WR,CAA
Justin Causa,"WYOMISSING, PA",Villanova,WR,CAA
Robert Witman,"POTTSVILLE, PA",Villanova,WR,CAA
Lincoln Collins,"NAHANT, MA",Villanova,WR,CAA
Vinnie Gatti,"INDIANA, PA",Villanova,WR,CAA
Anthony DeCamillo,"BENTLEYVILLE, OH",Villanova,WR,CAA
Kevin Gulyas,"ALLENTOWN, PA",Villanova,WR,CAA
Jacob Gribb,"POTTSTOWN, PA",Villanova,WR,CAA
Clay Horne,"SAINT PAUL, MN",Villanova,WR,CAA
Garrett Waller,"TULSA, OK",Villanova,WR,CAA
Jhalil Mosley,"KESWICK, VA",William & Mary,QB,CAA
Tre McBride,"MCDONOUGH, GA",William & Mary,WR,CAA
Raphael Ortiz,"RAHWAY, NJ",William & Mary,QB,CAA
Michael Graham,"CHARLOTTESVILLE, VA",William & Mary,QB,CAA
Brent Caprio,"SOMERS POINT, NJ",William & Mary,QB,CAA
Christian Brumbaugh,"MCDONALD, PA",William & Mary,QB,CAA
Zach Fetters,"MONTGOMERY VILLAGE, MD",William & Mary,WR,CAA
Steve Cluley,"MANASQUAN, NJ",William & Mary,QB,CAA
Frank Brown IV,"HAMPTON, VA",William & Mary,WR,CAA
Conor Sapp,"ASHLAND, NE",William & Mary,WR,CAA
Kevin Hart,"PITTSBURGH, PA",William & Mary,WR,CAA
Sean Ballard,"PLANO, TX",William & Mary,WR,CAA
Flynn Heald,"CEDAR RAPIDS, IA",William & Mary,WR,CAA
Sam Bechert,"CLIFTON, VA",William & Mary,WR,CAA
Jesse Santiago,"YORKTOWN, VA",William & Mary,WR,CAA
Christian Reeves,"MCDONOUGH, GA",William & Mary,WR,CAA
Daniel Kuzjak,"CHARLOTTESVILLE, VA",William & Mary,WR,CAA
Grant Newell,"GRAPEVINE, TX",Abilene Christian,WR,FCS Independents
Cade Stone,"NORTH RICHLAND HILLS, TX",Abilene Christian,WR,FCS Independents
Taylor Gabriel,"MESQUITE, TX",Abilene Christian,WR,FCS Independents
Demarcus Thompson,"DESOTO, TX",Abilene Christian,WR,FCS Independents
Malcolm Ruben,"BAYTOWN, TX",Abilene Christian,QB,FCS Independents
Parker McKenzie,"SPRING BRANCH, TX",Abilene Christian,QB,FCS Independents
Drew Peters,"FRISCO, TX",Abilene Christian,WR,FCS Independents
John David Baker,"SAN ANGELO, TX",Abilene Christian,QB,FCS Independents
Jace Hudson,"BRIDGEPORT, TX",Abilene Christian,WR,FCS Independents
Darrell Cantu-Harkless,"AUSTIN, TX",Abilene Christian,WR,FCS Independents
Adrian Duncan,--,Abilene Christian,WR,FCS Independents
